endpoint,model,subset_key,subset_modalities,n_modalities,fold,threshold,weighted_f1,auc,acc,n_train,n_val
surv,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.63,0.7561002735947683,0.8133333333333334,0.7540983606557377,244,61
surv,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.37,0.7789804890525391,0.84,0.7868852459016393,244,61
surv,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.62,0.8047787420979321,0.8522222222222222,0.8032786885245902,244,61
surv,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.65,0.8018387239698714,0.8388888888888889,0.8032786885245902,244,61
surv,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.65,0.7843460062783398,0.8233333333333333,0.7868852459016393,244,61
surv,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.49,0.7528588564574171,0.7406593406593407,0.7704918032786885,244,61
surv,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.19,0.8267954722872756,0.8153846153846155,0.8360655737704918,244,61
surv,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.47,0.7727674362353824,0.7901098901098902,0.7868852459016393,244,61
surv,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.48,0.8454229141431446,0.8076923076923077,0.8524590163934426,244,61
surv,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.52,0.8336656328459607,0.8098901098901099,0.8360655737704918,244,61
surv,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.59,0.754636291504727,0.7868131868131868,0.7540983606557377,244,61
surv,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.89,0.7041248016922264,0.7428571428571429,0.7049180327868853,244,61
surv,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.6,0.7391242637144276,0.7835164835164835,0.7377049180327869,244,61
surv,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.6900000000000001,0.7055526176626122,0.7714285714285714,0.7049180327868853,244,61
surv,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.67,0.6896977555493811,0.7417582417582417,0.6885245901639344,244,61
surv,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.5,0.7613970728724827,0.7681318681318681,0.7704918032786885,244,61
surv,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.38,0.730952470270473,0.7626373626373626,0.7377049180327869,244,61
surv,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.54,0.7645834114866639,0.789010989010989,0.7704918032786885,244,61
surv,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.48,0.7338650125535371,0.7758241758241758,0.7377049180327869,244,61
surv,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.64,0.7361020036429873,0.7516483516483516,0.7377049180327869,244,61
surv,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.5700000000000001,0.8190671732425285,0.8422222222222222,0.819672131147541,244,61
surv,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.45,0.8348656033082262,0.86,0.8360655737704918,244,61
surv,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.5,0.8175235437739797,0.83,0.819672131147541,244,61
surv,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.54,0.8348656033082262,0.8611111111111112,0.8360655737704918,244,61
surv,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.63,0.8208555790153177,0.8622222222222222,0.819672131147541,244,61
surv,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.62,0.8045505935556813,0.8888888888888888,0.8032786885245902,244,61
surv,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.7100000000000001,0.8348656033082262,0.8822222222222221,0.8360655737704918,244,61
surv,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.55,0.8129834907367639,0.8811111111111112,0.819672131147541,244,61
surv,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.66,0.8360655737704918,0.8922222222222222,0.8360655737704918,244,61
surv,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.5700000000000001,0.8311933967671672,0.8655555555555556,0.8360655737704918,244,61
surv,et,clinical+spatial,clinical+spatial,2,0,0.53,0.7799966881934096,0.789010989010989,0.7868852459016393,244,61
surv,lgbm,clinical+spatial,clinical+spatial,2,0,0.37,0.8318452939190456,0.8076923076923077,0.8360655737704918,244,61
surv,rf,clinical+spatial,clinical+spatial,2,0,0.5,0.8138433515482696,0.7945054945054946,0.819672131147541,244,61
surv,voting,clinical+spatial,clinical+spatial,2,0,0.35,0.8295693377660591,0.8021978021978022,0.8360655737704918,244,61
surv,xgb,clinical+spatial,clinical+spatial,2,0,0.65,0.8336656328459607,0.8131868131868132,0.8360655737704918,244,61
surv,et,clinical+spatial,clinical+spatial,2,1,0.62,0.7391242637144276,0.8153846153846154,0.7377049180327869,244,61
surv,lgbm,clinical+spatial,clinical+spatial,2,1,0.53,0.6900460439975977,0.7395604395604395,0.6885245901639344,244,61
surv,rf,clinical+spatial,clinical+spatial,2,1,0.5800000000000001,0.754636291504727,0.7967032967032966,0.7540983606557377,244,61
surv,voting,clinical+spatial,clinical+spatial,2,1,0.7000000000000001,0.7369998237264234,0.7736263736263737,0.7377049180327869,244,61
surv,xgb,clinical+spatial,clinical+spatial,2,1,0.78,0.7540983606557377,0.7538461538461538,0.7540983606557377,244,61
surv,et,clinical+spatial,clinical+spatial,2,2,0.62,0.767131885984345,0.7857142857142857,0.7704918032786885,244,61
surv,lgbm,clinical+spatial,clinical+spatial,2,2,0.9,0.7228158669055994,0.7681318681318681,0.7213114754098361,244,61
surv,rf,clinical+spatial,clinical+spatial,2,2,0.54,0.7645834114866639,0.789010989010989,0.7704918032786885,244,61
surv,voting,clinical+spatial,clinical+spatial,2,2,0.54,0.7492152075340076,0.7857142857142857,0.7540983606557377,244,61
surv,xgb,clinical+spatial,clinical+spatial,2,2,0.28,0.7799966881934096,0.7736263736263737,0.7868852459016393,244,61
surv,et,clinical+spatial,clinical+spatial,2,3,0.6,0.7874737981084838,0.8333333333333334,0.7868852459016393,244,61
surv,lgbm,clinical+spatial,clinical+spatial,2,3,0.39,0.8348656033082262,0.8433333333333334,0.8360655737704918,244,61
surv,rf,clinical+spatial,clinical+spatial,2,3,0.5700000000000001,0.8190671732425285,0.8522222222222222,0.819672131147541,244,61
surv,voting,clinical+spatial,clinical+spatial,2,3,0.61,0.8201701368610247,0.861111111111111,0.819672131147541,244,61
surv,xgb,clinical+spatial,clinical+spatial,2,3,0.38,0.7999024646434334,0.8522222222222221,0.8032786885245902,244,61
surv,et,clinical+spatial,clinical+spatial,2,4,0.6,0.8047787420979321,0.8722222222222222,0.8032786885245902,244,61
surv,lgbm,clinical+spatial,clinical+spatial,2,4,0.43,0.8311933967671672,0.8877777777777778,0.8360655737704918,244,61
surv,rf,clinical+spatial,clinical+spatial,2,4,0.5700000000000001,0.8348656033082262,0.8922222222222221,0.8360655737704918,244,61
surv,voting,clinical+spatial,clinical+spatial,2,4,0.59,0.8666016430956222,0.8955555555555555,0.8688524590163934,244,61
surv,xgb,clinical+spatial,clinical+spatial,2,4,0.74,0.8201701368610247,0.8766666666666666,0.819672131147541,244,61
surv,et,clinical+temporal,clinical+temporal,2,0,0.51,0.7799966881934096,0.756043956043956,0.7868852459016393,244,61
surv,lgbm,clinical+temporal,clinical+temporal,2,0,0.26,0.7826531798628067,0.7758241758241758,0.7868852459016393,244,61
surv,rf,clinical+temporal,clinical+temporal,2,0,0.54,0.7847403951475043,0.7758241758241757,0.7868852459016393,244,61
surv,voting,clinical+temporal,clinical+temporal,2,0,0.41,0.7826531798628067,0.7912087912087912,0.7868852459016393,244,61
surv,xgb,clinical+temporal,clinical+temporal,2,0,0.46,0.8003987594151528,0.7989010989010988,0.8032786885245902,244,61
surv,et,clinical+temporal,clinical+temporal,2,1,0.62,0.7716047201808932,0.8131868131868132,0.7704918032786885,244,61
surv,lgbm,clinical+temporal,clinical+temporal,2,1,0.77,0.7391242637144276,0.7956043956043956,0.7377049180327869,244,61
surv,rf,clinical+temporal,clinical+temporal,2,1,0.61,0.7391242637144276,0.7824175824175824,0.7377049180327869,244,61
surv,voting,clinical+temporal,clinical+temporal,2,1,0.6,0.721921130372024,0.7879120879120879,0.7213114754098361,244,61
surv,xgb,clinical+temporal,clinical+temporal,2,1,0.52,0.6900460439975977,0.7230769230769231,0.6885245901639344,244,61
surv,et,clinical+temporal,clinical+temporal,2,2,0.59,0.7516235328625049,0.7747252747252746,0.7540983606557377,244,61
surv,lgbm,clinical+temporal,clinical+temporal,2,2,0.98,0.7717337307501242,0.7999999999999999,0.7704918032786885,244,61
surv,rf,clinical+temporal,clinical+temporal,2,2,0.47,0.7799966881934096,0.7901098901098901,0.7868852459016393,244,61
surv,voting,clinical+temporal,clinical+temporal,2,2,0.65,0.767131885984345,0.7857142857142857,0.7704918032786885,244,61
surv,xgb,clinical+temporal,clinical+temporal,2,2,0.31,0.7645834114866639,0.7769230769230769,0.7704918032786885,244,61
surv,et,clinical+temporal,clinical+temporal,2,3,0.47,0.7999024646434334,0.8288888888888888,0.8032786885245902,244,61
surv,lgbm,clinical+temporal,clinical+temporal,2,3,0.87,0.7886202371154658,0.8444444444444444,0.7868852459016393,244,61
surv,rf,clinical+temporal,clinical+temporal,2,3,0.49,0.8018387239698714,0.8244444444444444,0.8032786885245902,244,61
surv,voting,clinical+temporal,clinical+temporal,2,3,0.68,0.804875452416436,0.841111111111111,0.8032786885245902,244,61
surv,xgb,clinical+temporal,clinical+temporal,2,3,0.81,0.7711087607967566,0.8244444444444444,0.7704918032786885,244,61
surv,et,clinical+temporal,clinical+temporal,2,4,0.55,0.7874737981084838,0.8611111111111112,0.7868852459016393,244,61
surv,lgbm,clinical+temporal,clinical+temporal,2,4,0.86,0.8211402006361633,0.8811111111111111,0.819672131147541,244,61
surv,rf,clinical+temporal,clinical+temporal,2,4,0.6,0.8208555790153177,0.8766666666666666,0.819672131147541,244,61
surv,voting,clinical+temporal,clinical+temporal,2,4,0.59,0.8368762385155828,0.8855555555555555,0.8360655737704918,244,61
surv,xgb,clinical+temporal,clinical+temporal,2,4,0.39,0.8490525867575047,0.8944444444444444,0.8524590163934426,244,61
surv,et,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.59,0.8020765027322405,0.7813186813186813,0.8032786885245902,244,61
surv,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.13,0.7954832053192711,0.7857142857142857,0.8032786885245902,244,61
surv,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.54,0.8160911521916056,0.8065934065934066,0.819672131147541,244,61
surv,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.36,0.811072450619399,0.8076923076923077,0.819672131147541,244,61
surv,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.31,0.7954832053192711,0.8208791208791208,0.8032786885245902,244,61
surv,et,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.62,0.7391242637144276,0.7923076923076923,0.7377049180327869,244,61
surv,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.66,0.7534192619555327,0.7857142857142857,0.7540983606557377,244,61
surv,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.5800000000000001,0.7552995084191563,0.8098901098901099,0.7540983606557377,244,61
surv,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.5800000000000001,0.7534192619555327,0.8032967032967033,0.7540983606557377,244,61
surv,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.18,0.7175529788084767,0.7813186813186813,0.7377049180327869,244,61
surv,et,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.62,0.7704918032786885,0.7934065934065935,0.7704918032786885,244,61
surv,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.23,0.7613970728724827,0.7945054945054945,0.7704918032786885,244,61
surv,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.49,0.7645834114866639,0.8197802197802198,0.7704918032786885,244,61
surv,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.37,0.7767219870956533,0.8087912087912088,0.7868852459016393,244,61
surv,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.38,0.7767219870956533,0.7923076923076923,0.7868852459016393,244,61
surv,et,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.6,0.8528664756135658,0.8766666666666666,0.8524590163934426,244,61
surv,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.3,0.8507010812696197,0.8866666666666667,0.8524590163934426,244,61
surv,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.49,0.8490525867575047,0.8688888888888889,0.8524590163934426,244,61
surv,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.44,0.8490525867575047,0.8877777777777778,0.8524590163934426,244,61
surv,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.53,0.8175235437739797,0.8800000000000001,0.819672131147541,244,61
surv,et,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.5700000000000001,0.7665528754173389,0.8377777777777777,0.7704918032786885,244,61
surv,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.8200000000000001,0.7882838661090117,0.8422222222222223,0.7868852459016393,244,61
surv,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.61,0.7704918032786885,0.841111111111111,0.7704918032786885,244,61
surv,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.66,0.8042514862186994,0.8477777777777777,0.8032786885245902,244,61
surv,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.67,0.7882838661090117,0.8355555555555555,0.7868852459016393,244,61
surv,et,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.5700000000000001,0.7826531798628067,0.7747252747252746,0.7868852459016393,244,61
surv,lgbm,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.2,0.7982143527028548,0.7978021978021979,0.8032786885245902,244,61
surv,rf,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.5,0.8295693377660591,0.8142857142857143,0.8360655737704918,244,61
surv,voting,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.43,0.8295693377660591,0.8032967032967033,0.8360655737704918,244,61
surv,xgb,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.2,0.8077262921991698,0.8351648351648351,0.819672131147541,244,61
surv,et,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.62,0.7717337307501242,0.8153846153846154,0.7704918032786885,244,61
surv,lgbm,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.66,0.7713668345298047,0.8131868131868133,0.7704918032786885,244,61
surv,rf,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.59,0.7391242637144276,0.8175824175824176,0.7377049180327869,244,61
surv,voting,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.5700000000000001,0.7534192619555327,0.8087912087912088,0.7540983606557377,244,61
surv,xgb,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.22,0.7028497243078078,0.778021978021978,0.7213114754098361,244,61
surv,et,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.61,0.7534192619555327,0.7835164835164835,0.7540983606557377,244,61
surv,lgbm,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.87,0.8043431977858206,0.8065934065934066,0.8032786885245902,244,61
surv,rf,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.49,0.7799966881934096,0.8208791208791208,0.7868852459016393,244,61
surv,voting,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.74,0.7717337307501242,0.8076923076923077,0.7704918032786885,244,61
surv,xgb,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.76,0.7713668345298047,0.7824175824175824,0.7704918032786885,244,61
