endpoint,model,subset_key,subset_modalities,n_modalities,fold,threshold,weighted_f1,auc,acc,n_train,n_val
surv,rf,clinical+pathological+spatial,clinical+pathological+spatial,3,0,0.51,0.7954832053192711,0.8065934065934066,0.8032786885245902,244,61
surv,voting,clinical+pathological+spatial,clinical+pathological+spatial,3,0,0.5,0.8160911521916056,0.8120879120879121,0.819672131147541,244,61
surv,xgb,clinical+pathological+spatial,clinical+pathological+spatial,3,0,0.2,0.8077262921991698,0.8406593406593406,0.819672131147541,244,61
surv,et,clinical+pathological+spatial,clinical+pathological+spatial,3,1,0.59,0.7377049180327869,0.8076923076923077,0.7377049180327869,244,61
surv,lgbm,clinical+pathological+spatial,clinical+pathological+spatial,3,1,0.64,0.7704918032786885,0.8021978021978022,0.7704918032786885,244,61
surv,rf,clinical+pathological+spatial,clinical+pathological+spatial,3,1,0.5700000000000001,0.7361020036429873,0.789010989010989,0.7377049180327869,244,61
surv,voting,clinical+pathological+spatial,clinical+pathological+spatial,3,1,0.67,0.7389768230638779,0.7967032967032968,0.7377049180327869,244,61
surv,xgb,clinical+pathological+spatial,clinical+pathological+spatial,3,1,0.24,0.7228727556596409,0.7714285714285715,0.7377049180327869,244,61
surv,et,clinical+pathological+spatial,clinical+pathological+spatial,3,2,0.64,0.7713668345298047,0.8032967032967033,0.7704918032786885,244,61
surv,lgbm,clinical+pathological+spatial,clinical+pathological+spatial,3,2,0.26,0.7461500248385494,0.7802197802197802,0.7540983606557377,244,61
surv,rf,clinical+pathological+spatial,clinical+pathological+spatial,3,2,0.49,0.7492152075340076,0.8098901098901099,0.7540983606557377,244,61
surv,voting,clinical+pathological+spatial,clinical+pathological+spatial,3,2,0.73,0.7552995084191563,0.798901098901099,0.7540983606557377,244,61
surv,xgb,clinical+pathological+spatial,clinical+pathological+spatial,3,2,0.77,0.7713668345298047,0.7901098901098901,0.7704918032786885,244,61
surv,et,clinical+pathological+spatial,clinical+pathological+spatial,3,3,0.55,0.8332520538695276,0.8622222222222222,0.8360655737704918,244,61
surv,lgbm,clinical+pathological+spatial,clinical+pathological+spatial,3,3,0.62,0.8528664756135658,0.8700000000000001,0.8524590163934426,244,61
surv,rf,clinical+pathological+spatial,clinical+pathological+spatial,3,3,0.6,0.8047787420979321,0.8622222222222223,0.8032786885245902,244,61
surv,voting,clinical+pathological+spatial,clinical+pathological+spatial,3,3,0.63,0.8208555790153177,0.8733333333333333,0.819672131147541,244,61
surv,xgb,clinical+pathological+spatial,clinical+pathological+spatial,3,3,0.68,0.8047787420979321,0.8733333333333335,0.8032786885245902,244,61
surv,et,clinical+pathological+spatial,clinical+pathological+spatial,3,4,0.64,0.7722418657809207,0.8288888888888888,0.7704918032786885,244,61
surv,lgbm,clinical+pathological+spatial,clinical+pathological+spatial,3,4,0.44,0.8311933967671672,0.8477777777777777,0.8360655737704918,244,61
surv,rf,clinical+pathological+spatial,clinical+pathological+spatial,3,4,0.5800000000000001,0.7843460062783398,0.8444444444444444,0.7868852459016393,244,61
surv,voting,clinical+pathological+spatial,clinical+pathological+spatial,3,4,0.65,0.8348656033082262,0.8588888888888889,0.8360655737704918,244,61
surv,xgb,clinical+pathological+spatial,clinical+pathological+spatial,3,4,0.55,0.8311933967671672,0.8611111111111112,0.8360655737704918,244,61
surv,et,clinical+semantic,clinical+semantic,2,0,0.55,0.7982143527028548,0.7956043956043957,0.8032786885245902,244,61
surv,lgbm,clinical+semantic,clinical+semantic,2,0,0.06,0.8077262921991698,0.8109890109890109,0.819672131147541,244,61
surv,rf,clinical+semantic,clinical+semantic,2,0,0.47,0.8138433515482696,0.8043956043956044,0.819672131147541,244,61
surv,voting,clinical+semantic,clinical+semantic,2,0,0.43,0.8295693377660591,0.823076923076923,0.8360655737704918,244,61
surv,xgb,clinical+semantic,clinical+semantic,2,0,0.77,0.8032786885245902,0.8186813186813187,0.8032786885245902,244,61
surv,et,clinical+semantic,clinical+semantic,2,1,0.6,0.7713668345298047,0.8021978021978022,0.7704918032786885,244,61
surv,lgbm,clinical+semantic,clinical+semantic,2,1,0.51,0.7361020036429873,0.7505494505494505,0.7377049180327869,244,61
surv,rf,clinical+semantic,clinical+semantic,2,1,0.6,0.7391242637144276,0.7824175824175824,0.7377049180327869,244,61
surv,voting,clinical+semantic,clinical+semantic,2,1,0.31,0.7228727556596409,0.7879120879120879,0.7377049180327869,244,61
surv,xgb,clinical+semantic,clinical+semantic,2,1,0.23,0.7273109404256946,0.7747252747252746,0.7377049180327869,244,61
surv,et,clinical+semantic,clinical+semantic,2,2,0.62,0.786296693694795,0.7791208791208791,0.7868852459016393,244,61
surv,lgbm,clinical+semantic,clinical+semantic,2,2,0.2,0.7461500248385494,0.7582417582417582,0.7540983606557377,244,61
surv,rf,clinical+semantic,clinical+semantic,2,2,0.62,0.7704918032786885,0.7912087912087912,0.7704918032786885,244,61
surv,voting,clinical+semantic,clinical+semantic,2,2,0.54,0.7516235328625049,0.778021978021978,0.7540983606557377,244,61
surv,xgb,clinical+semantic,clinical+semantic,2,2,0.54,0.7516235328625049,0.7758241758241758,0.7540983606557377,244,61
surv,et,clinical+semantic,clinical+semantic,2,3,0.54,0.7999024646434334,0.8444444444444444,0.8032786885245902,244,61
surv,lgbm,clinical+semantic,clinical+semantic,2,3,0.25,0.8018387239698714,0.87,0.8032786885245902,244,61
surv,rf,clinical+semantic,clinical+semantic,2,3,0.48,0.8175235437739797,0.8355555555555556,0.819672131147541,244,61
surv,voting,clinical+semantic,clinical+semantic,2,3,0.42,0.8175235437739797,0.8577777777777778,0.819672131147541,244,61
surv,xgb,clinical+semantic,clinical+semantic,2,3,0.65,0.8534272919216235,0.8577777777777779,0.8524590163934426,244,61
surv,et,clinical+semantic,clinical+semantic,2,4,0.53,0.8332520538695276,0.8855555555555555,0.8360655737704918,244,61
surv,lgbm,clinical+semantic,clinical+semantic,2,4,0.77,0.7882838661090117,0.8322222222222222,0.7868852459016393,244,61
surv,rf,clinical+semantic,clinical+semantic,2,4,0.54,0.8032786885245902,0.8822222222222221,0.8032786885245902,244,61
surv,voting,clinical+semantic,clinical+semantic,2,4,0.53,0.786170295650261,0.8622222222222222,0.7868852459016393,244,61
surv,xgb,clinical+semantic,clinical+semantic,2,4,0.34,0.7906837265093963,0.8555555555555556,0.8032786885245902,244,61
surv,et,clinical+semantic+pathological,clinical+semantic+pathological,3,0,0.5800000000000001,0.8003987594151528,0.8208791208791208,0.8032786885245902,244,61
surv,lgbm,clinical+semantic+pathological,clinical+semantic+pathological,3,0,0.76,0.8020765027322405,0.8406593406593406,0.8032786885245902,244,61
surv,rf,clinical+semantic+pathological,clinical+semantic+pathological,3,0,0.5,0.811072450619399,0.8296703296703296,0.819672131147541,244,61
surv,voting,clinical+semantic+pathological,clinical+semantic+pathological,3,0,0.53,0.8138433515482696,0.8351648351648351,0.819672131147541,244,61
surv,xgb,clinical+semantic+pathological,clinical+semantic+pathological,3,0,0.64,0.8178572574325035,0.8252747252747252,0.819672131147541,244,61
surv,et,clinical+semantic+pathological,clinical+semantic+pathological,3,1,0.59,0.754636291504727,0.8032967032967033,0.7540983606557377,244,61
surv,lgbm,clinical+semantic+pathological,clinical+semantic+pathological,3,1,0.5700000000000001,0.7338650125535371,0.7549450549450549,0.7377049180327869,244,61
surv,rf,clinical+semantic+pathological,clinical+semantic+pathological,3,1,0.6,0.7391242637144276,0.7956043956043957,0.7377049180327869,244,61
surv,voting,clinical+semantic+pathological,clinical+semantic+pathological,3,1,0.51,0.7645834114866639,0.7923076923076924,0.7704918032786885,244,61
surv,xgb,clinical+semantic+pathological,clinical+semantic+pathological,3,1,0.3,0.7228727556596409,0.7725274725274726,0.7377049180327869,244,61
surv,et,clinical+semantic+pathological,clinical+semantic+pathological,3,2,0.53,0.7645834114866639,0.8197802197802198,0.7704918032786885,244,61
surv,lgbm,clinical+semantic+pathological,clinical+semantic+pathological,3,2,0.79,0.7534192619555327,0.7538461538461538,0.7540983606557377,244,61
surv,rf,clinical+semantic+pathological,clinical+semantic+pathological,3,2,0.48,0.7645834114866639,0.8175824175824176,0.7704918032786885,244,61
surv,voting,clinical+semantic+pathological,clinical+semantic+pathological,3,2,0.68,0.7534192619555327,0.8,0.7540983606557377,244,61
surv,xgb,clinical+semantic+pathological,clinical+semantic+pathological,3,2,0.19,0.757513661202186,0.7483516483516484,0.7704918032786885,244,61
surv,et,clinical+semantic+pathological,clinical+semantic+pathological,3,3,0.5800000000000001,0.8688524590163934,0.8755555555555555,0.8688524590163934,244,61
surv,lgbm,clinical+semantic+pathological,clinical+semantic+pathological,3,3,0.32,0.8332520538695276,0.8700000000000001,0.8360655737704918,244,61
surv,rf,clinical+semantic+pathological,clinical+semantic+pathological,3,3,0.56,0.8201701368610247,0.8666666666666667,0.819672131147541,244,61
surv,voting,clinical+semantic+pathological,clinical+semantic+pathological,3,3,0.55,0.8348656033082262,0.8822222222222222,0.8360655737704918,244,61
surv,xgb,clinical+semantic+pathological,clinical+semantic+pathological,3,3,0.42,0.8332520538695276,0.8788888888888888,0.8360655737704918,244,61
surv,et,clinical+semantic+pathological,clinical+semantic+pathological,3,4,0.64,0.7722418657809207,0.8277777777777777,0.7704918032786885,244,61
surv,lgbm,clinical+semantic+pathological,clinical+semantic+pathological,3,4,0.96,0.7719756924816281,0.8155555555555556,0.7704918032786885,244,61
surv,rf,clinical+semantic+pathological,clinical+semantic+pathological,3,4,0.52,0.7636707554740341,0.8255555555555555,0.7704918032786885,244,61
surv,voting,clinical+semantic+pathological,clinical+semantic+pathological,3,4,0.62,0.7716267339218159,0.8277777777777777,0.7704918032786885,244,61
surv,xgb,clinical+semantic+pathological,clinical+semantic+pathological,3,4,0.79,0.7882838661090117,0.8255555555555556,0.7868852459016393,244,61
surv,et,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,0,0.56,0.7799966881934096,0.7989010989010988,0.7868852459016393,244,61
surv,lgbm,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,0,0.23,0.8295693377660591,0.8219780219780219,0.8360655737704918,244,61
surv,rf,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,0,0.53,0.7982143527028548,0.8153846153846154,0.8032786885245902,244,61
surv,voting,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,0,0.43,0.811072450619399,0.8373626373626373,0.819672131147541,244,61
surv,xgb,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,0,0.24,0.8077262921991698,0.8406593406593406,0.819672131147541,244,61
surv,et,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,1,0.59,0.8032786885245902,0.8131868131868132,0.8032786885245902,244,61
surv,lgbm,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,1,0.76,0.7063489259468626,0.7494505494505495,0.7049180327868853,244,61
surv,rf,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,1,0.61,0.7228158669055994,0.8076923076923077,0.7213114754098361,244,61
surv,voting,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,1,0.68,0.7223611497020775,0.7802197802197801,0.7213114754098361,244,61
surv,xgb,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,1,0.29,0.6932248079789063,0.7516483516483516,0.7049180327868853,244,61
surv,et,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,2,0.5,0.7613970728724827,0.7758241758241758,0.7704918032786885,244,61
surv,lgbm,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,2,0.0999999999999999,0.7645834114866639,0.7736263736263738,0.7704918032786885,244,61
surv,rf,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,2,0.66,0.7554257649167053,0.8076923076923077,0.7540983606557377,244,61
surv,voting,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,2,0.39,0.7645834114866639,0.7912087912087912,0.7704918032786885,244,61
surv,xgb,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,2,0.73,0.754636291504727,0.7681318681318682,0.7540983606557377,244,61
surv,et,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,3,0.55,0.7789804890525391,0.8344444444444444,0.7868852459016393,244,61
surv,lgbm,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,3,0.25,0.8129834907367639,0.8577777777777779,0.819672131147541,244,61
surv,rf,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,3,0.52,0.8490525867575047,0.8722222222222221,0.8524590163934426,244,61
surv,voting,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,3,0.7100000000000001,0.804875452416436,0.8711111111111111,0.8032786885245902,244,61
surv,xgb,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,3,0.78,0.8535740359726554,0.91,0.8524590163934426,244,61
surv,et,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,4,0.61,0.7716267339218159,0.8233333333333333,0.7704918032786885,244,61
surv,lgbm,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,4,0.31,0.7943793911007025,0.8444444444444444,0.8032786885245902,244,61
surv,rf,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,4,0.6,0.7882838661090117,0.8333333333333334,0.7868852459016393,244,61
surv,voting,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,4,0.65,0.8032786885245902,0.8488888888888889,0.8032786885245902,244,61
surv,xgb,clinical+semantic+pathological+spatial,clinical+semantic+pathological+spatial,4,4,0.63,0.7843460062783398,0.8266666666666667,0.7868852459016393,244,61
surv,et,clinical+semantic+spatial,clinical+semantic+spatial,3,0,0.46,0.7473396606269772,0.767032967032967,0.7704918032786885,244,61
surv,lgbm,clinical+semantic+spatial,clinical+semantic+spatial,3,0,0.29,0.8454229141431446,0.8241758241758241,0.8524590163934426,244,61
surv,rf,clinical+semantic+spatial,clinical+semantic+spatial,3,0,0.56,0.7847403951475043,0.798901098901099,0.7868852459016393,244,61
surv,voting,clinical+semantic+spatial,clinical+semantic+spatial,3,0,0.38,0.8454229141431446,0.8208791208791208,0.8524590163934426,244,61
surv,xgb,clinical+semantic+spatial,clinical+semantic+spatial,3,0,0.5,0.8318452939190456,0.823076923076923,0.8360655737704918,244,61
surv,et,clinical+semantic+spatial,clinical+semantic+spatial,3,1,0.59,0.7534192619555327,0.7945054945054946,0.7540983606557377,244,61
surv,lgbm,clinical+semantic+spatial,clinical+semantic+spatial,3,1,0.53,0.7049180327868853,0.7461538461538462,0.7049180327868853,244,61
surv,rf,clinical+semantic+spatial,clinical+semantic+spatial,3,1,0.5800000000000001,0.754636291504727,0.7868131868131868,0.7540983606557377,244,61
surv,voting,clinical+semantic+spatial,clinical+semantic+spatial,3,1,0.6900000000000001,0.7213114754098361,0.7758241758241758,0.7213114754098361,244,61
surv,xgb,clinical+semantic+spatial,clinical+semantic+spatial,3,1,0.53,0.7060430729668917,0.7593406593406593,0.7049180327868853,244,61
surv,et,clinical+semantic+spatial,clinical+semantic+spatial,3,2,0.5700000000000001,0.7492152075340076,0.7714285714285714,0.7540983606557377,244,61
surv,lgbm,clinical+semantic+spatial,clinical+semantic+spatial,3,2,0.04,0.7228727556596409,0.767032967032967,0.7377049180327869,244,61
surv,rf,clinical+semantic+spatial,clinical+semantic+spatial,3,2,0.52,0.7645834114866639,0.789010989010989,0.7704918032786885,244,61
surv,voting,clinical+semantic+spatial,clinical+semantic+spatial,3,2,0.77,0.7552995084191563,0.7802197802197801,0.7540983606557377,244,61
surv,xgb,clinical+semantic+spatial,clinical+semantic+spatial,3,2,0.64,0.7361020036429873,0.7516483516483516,0.7377049180327869,244,61
surv,et,clinical+semantic+spatial,clinical+semantic+spatial,3,3,0.61,0.8208555790153177,0.8344444444444445,0.819672131147541,244,61
surv,lgbm,clinical+semantic+spatial,clinical+semantic+spatial,3,3,0.74,0.8528664756135658,0.88,0.8524590163934426,244,61
surv,rf,clinical+semantic+spatial,clinical+semantic+spatial,3,3,0.52,0.8018387239698714,0.8333333333333333,0.8032786885245902,244,61
surv,voting,clinical+semantic+spatial,clinical+semantic+spatial,3,3,0.61,0.8360655737704918,0.8722222222222222,0.8360655737704918,244,61
surv,xgb,clinical+semantic+spatial,clinical+semantic+spatial,3,3,0.63,0.8208555790153177,0.8622222222222222,0.819672131147541,244,61
surv,et,clinical+semantic+spatial,clinical+semantic+spatial,3,4,0.5800000000000001,0.8018387239698714,0.8644444444444445,0.8032786885245902,244,61
surv,lgbm,clinical+semantic+spatial,clinical+semantic+spatial,3,4,0.81,0.8528664756135658,0.8966666666666666,0.8524590163934426,244,61
surv,rf,clinical+semantic+spatial,clinical+semantic+spatial,3,4,0.52,0.7943793911007025,0.8677777777777779,0.8032786885245902,244,61
surv,voting,clinical+semantic+spatial,clinical+semantic+spatial,3,4,0.61,0.8519640508347962,0.8888888888888888,0.8524590163934426,244,61
surv,xgb,clinical+semantic+spatial,clinical+semantic+spatial,3,4,0.7000000000000001,0.8360655737704918,0.8544444444444445,0.8360655737704918,244,61
surv,et,clinical+semantic+temporal,clinical+semantic+temporal,3,0,0.52,0.757513661202186,0.7340659340659341,0.7704918032786885,244,61
surv,lgbm,clinical+semantic+temporal,clinical+semantic+temporal,3,0,0.06,0.8077262921991698,0.8197802197802198,0.819672131147541,244,61
surv,rf,clinical+semantic+temporal,clinical+semantic+temporal,3,0,0.47,0.811072450619399,0.7912087912087912,0.819672131147541,244,61
surv,voting,clinical+semantic+temporal,clinical+semantic+temporal,3,0,0.42,0.8138433515482696,0.7989010989010988,0.819672131147541,244,61
surv,xgb,clinical+semantic+temporal,clinical+semantic+temporal,3,0,0.31,0.7921545667447306,0.8076923076923077,0.8032786885245902,244,61
surv,et,clinical+semantic+temporal,clinical+semantic+temporal,3,1,0.63,0.7554257649167053,0.798901098901099,0.7540983606557377,244,61
surv,lgbm,clinical+semantic+temporal,clinical+semantic+temporal,3,1,0.45,0.7361020036429873,0.7703296703296704,0.7377049180327869,244,61
surv,rf,clinical+semantic+temporal,clinical+semantic+temporal,3,1,0.55,0.754636291504727,0.7901098901098901,0.7540983606557377,244,61
surv,voting,clinical+semantic+temporal,clinical+semantic+temporal,3,1,0.38,0.7273109404256946,0.778021978021978,0.7377049180327869,244,61
surv,xgb,clinical+semantic+temporal,clinical+semantic+temporal,3,1,0.24,0.7123033614836893,0.7538461538461538,0.7213114754098361,244,61
surv,et,clinical+semantic+temporal,clinical+semantic+temporal,3,2,0.62,0.7847403951475043,0.7758241758241758,0.7868852459016393,244,61
surv,lgbm,clinical+semantic+temporal,clinical+semantic+temporal,3,2,0.14,0.7799966881934096,0.7846153846153846,0.7868852459016393,244,61
surv,rf,clinical+semantic+temporal,clinical+semantic+temporal,3,2,0.49,0.7645834114866639,0.7934065934065934,0.7704918032786885,244,61
surv,voting,clinical+semantic+temporal,clinical+semantic+temporal,3,2,0.5,0.767131885984345,0.7802197802197802,0.7704918032786885,244,61
surv,xgb,clinical+semantic+temporal,clinical+semantic+temporal,3,2,0.5,0.7516235328625049,0.7538461538461539,0.7540983606557377,244,61
surv,et,clinical+semantic+temporal,clinical+semantic+temporal,3,3,0.53,0.8175235437739797,0.8366666666666666,0.819672131147541,244,61
surv,lgbm,clinical+semantic+temporal,clinical+semantic+temporal,3,3,0.73,0.8201701368610247,0.8633333333333333,0.819672131147541,244,61
surv,rf,clinical+semantic+temporal,clinical+semantic+temporal,3,3,0.48,0.7999024646434334,0.8288888888888888,0.8032786885245902,244,61
surv,voting,clinical+semantic+temporal,clinical+semantic+temporal,3,3,0.42,0.8175235437739797,0.8688888888888889,0.819672131147541,244,61
surv,xgb,clinical+semantic+temporal,clinical+semantic+temporal,3,3,0.65,0.8368762385155828,0.8833333333333333,0.8360655737704918,244,61
surv,et,clinical+semantic+temporal,clinical+semantic+temporal,3,4,0.55,0.8018387239698714,0.8688888888888888,0.8032786885245902,244,61
surv,lgbm,clinical+semantic+temporal,clinical+semantic+temporal,3,4,0.74,0.7886202371154658,0.8366666666666667,0.7868852459016393,244,61
surv,rf,clinical+semantic+temporal,clinical+semantic+temporal,3,4,0.6,0.8047787420979321,0.8788888888888889,0.8032786885245902,244,61
surv,voting,clinical+semantic+temporal,clinical+semantic+temporal,3,4,0.5,0.8175235437739797,0.8711111111111111,0.819672131147541,244,61
surv,xgb,clinical+semantic+temporal,clinical+semantic+temporal,3,4,0.33,0.8098982629170555,0.8655555555555556,0.819672131147541,244,61
surv,et,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,0,0.5800000000000001,0.7826531798628067,0.7835164835164835,0.7868852459016393,244,61
surv,lgbm,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,0,0.7100000000000001,0.8191741254340572,0.8175824175824176,0.819672131147541,244,61
surv,rf,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,0,0.51,0.8138433515482696,0.8054945054945055,0.819672131147541,244,61
surv,voting,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,0,0.39,0.8295693377660591,0.823076923076923,0.8360655737704918,244,61
surv,xgb,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,0,0.59,0.8336656328459607,0.8329670329670329,0.8360655737704918,244,61
surv,et,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,1,0.6,0.754636291504727,0.7978021978021979,0.7540983606557377,244,61
surv,lgbm,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,1,0.66,0.7361020036429873,0.7747252747252746,0.7377049180327869,244,61
surv,rf,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,1,0.56,0.7361020036429873,0.7934065934065935,0.7377049180327869,244,61
surv,voting,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,1,0.56,0.7516235328625049,0.7901098901098901,0.7540983606557377,244,61
surv,xgb,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,1,0.41,0.730952470270473,0.778021978021978,0.7377049180327869,244,61
surv,et,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,2,0.52,0.7645834114866639,0.8021978021978022,0.7704918032786885,244,61
surv,lgbm,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,2,0.8,0.7534192619555327,0.7681318681318681,0.7540983606557377,244,61
surv,rf,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,2,0.47,0.7613970728724827,0.8131868131868132,0.7704918032786885,244,61
surv,voting,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,2,0.68,0.7534192619555327,0.7923076923076923,0.7540983606557377,244,61
surv,xgb,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,2,0.19,0.757513661202186,0.7395604395604395,0.7704918032786885,244,61
surv,et,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,3,0.56,0.8507010812696197,0.8677777777777778,0.8524590163934426,244,61
surv,lgbm,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,3,0.42,0.8507010812696197,0.8877777777777778,0.8524590163934426,244,61
surv,rf,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,3,0.56,0.8519640508347962,0.88,0.8524590163934426,244,61
surv,voting,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,3,0.56,0.8348656033082262,0.8855555555555557,0.8360655737704918,244,61
surv,xgb,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,3,0.38,0.8332520538695276,0.8777777777777778,0.8360655737704918,244,61
surv,et,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,4,0.5700000000000001,0.7843460062783398,0.8477777777777777,0.7868852459016393,244,61
surv,lgbm,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,4,0.78,0.7722418657809207,0.8111111111111111,0.7704918032786885,244,61
surv,rf,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,4,0.61,0.7886202371154658,0.8422222222222221,0.7868852459016393,244,61
surv,voting,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,4,0.65,0.7882838661090117,0.8422222222222222,0.7868852459016393,244,61
surv,xgb,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,4,0.77,0.7882838661090117,0.8488888888888889,0.7868852459016393,244,61
surv,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.5800000000000001,0.7826531798628067,0.7714285714285714,0.7868852459016393,244,61
surv,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.25,0.8295693377660591,0.8065934065934066,0.8360655737704918,244,61
surv,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.55,0.8138433515482696,0.8186813186813187,0.819672131147541,244,61
surv,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.45,0.8295693377660591,0.8142857142857143,0.8360655737704918,244,61
surv,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.38,0.8267954722872756,0.8428571428571429,0.8360655737704918,244,61
surv,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.6,0.754636291504727,0.7714285714285715,0.7540983606557377,244,61
surv,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.76,0.7228158669055994,0.7725274725274726,0.7213114754098361,244,61
surv,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.55,0.7338650125535371,0.7945054945054946,0.7377049180327869,244,61
surv,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.68,0.7389768230638779,0.7824175824175824,0.7377049180327869,244,61
surv,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.29,0.6932248079789063,0.7516483516483516,0.7049180327868853,244,61
surv,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.65,0.7552995084191563,0.7868131868131868,0.7540983606557377,244,61
surv,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.8200000000000001,0.754636291504727,0.7879120879120879,0.7540983606557377,244,61
surv,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.66,0.7716047201808932,0.8120879120879121,0.7704918032786885,244,61
surv,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.39,0.7645834114866639,0.8010989010989011,0.7704918032786885,244,61
surv,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.78,0.7554257649167053,0.7659340659340659,0.7540983606557377,244,61
surv,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.59,0.8360655737704918,0.8811111111111111,0.8360655737704918,244,61
surv,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.67,0.8368762385155828,0.8933333333333333,0.8360655737704918,244,61
surv,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.52,0.8155087171480614,0.8677777777777778,0.819672131147541,244,61
surv,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.66,0.8211402006361633,0.8888888888888888,0.819672131147541,244,61
surv,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.73,0.83739621034703,0.9055555555555556,0.8360655737704918,244,61
